id,name,synonyms
7303002,Retirement Community,"['Old Age Home', 'Nursing Home', 'Retirement Home', 'Retirement Village']"
8099004,Ridge,[]
8099024,River Crossing,['Ford']
9932006,Road Rescue,"['Roadside Assistance', 'Breakdown Service', 'Breakdown Rescue', 'Road Assistance', 'Breakdown Assistance', 'AAA', 'Vehicle Assistance', 'Tow Truck']"
7315041,Roadside Restaurant,"['Food Joint', 'Road House', 'Roadhouse', 'Diner']"
7302006,Rock Climbing Trail,['Rock Climbing Route']
8099012,Rocks,[]
7374007,Rugby Ground,"['Rugby Stadium', 'Rugby Pitch']"
7315131,Romanian Restaurant,"['Rumanian Cuisine', 'Rumanian Food', 'Romanian Cuisine', 'Romanian Food']"
7315040,Russian Restaurant,"['Russian Cuisine', 'Russian Food']"
7315143,Salad Bar,['Salad']
7310006,Car Accessories,['Vehicle Accessories']
7315042,Sandwich Restaurant,"['Submarine Sandwich', 'Sub Shop', 'Subs', 'Sandwich Shop', 'Sandwiches', 'Sandwich', 'Sandwich Corner', 'Sandwich Bar']"
9378005,"Sauna, Solarium & Massage","['Wellness', 'Spa']"
9352010,Savings Institution,['Savings Bank']
7315113,Savoy Restaurant,"['Savoy Cuisine', 'Savoy Food']"
7315114,Scandinavian Restaurant,"['Scandinavian Food', 'Scandinavian Cuisine']"
7372002,School,['Educational Institution']
7315115,Scottish Restaurant,"['Scottish Food', 'Scottish Cuisine']"
7315043,Seafood,['Seafood Restaurant']
9362013,Seashore,[]
7389004,Secured Entrance,['Security Gate']
9361078,Security Products,['Security Solutions']
7372007,Senior High School,[]
9352002,Service Company,[]
7315053,Shandong Restaurant,"['Lu Cuisine', 'Shandong Cuisine', 'Shandong Food']"
7315055,Shanghai Restaurant,"['Shanghai Cuisine', 'Shanghai Food', 'Hu Cuisine']"
9361062,Shopping Service,[]
7315056,Sichuan Restaurant,"['Szechwan Cuisine', 'Sichuan Food', 'Szechuan Restaurant', 'Sichuan Cuisine', 'Szechuan Cuisine', 'Szechuan Food']"
7315116,Sicilian Restaurant,"['Sicilian Cuisine', 'Sicilian Food']"
9362026,Ski Resort,['Ski Retreat']
7315117,Slavic Restaurant,"['Slavic Food', 'Slavic Cuisine']"
7315080,Slovak Restaurant,"['Slovak Food', 'Slovak Cuisine']"
7315139,Snacks Restaurant,"['Snack Bar', 'Snacks Centre']"
9378006,"Snooker, Pool & Billiard",[]
7374004,Soccer Stadium,"['Soccer Field', 'Football Stadium', 'Football Ground', 'Soccer Arena']"
7315064,Soul Food,"['Southern Restaurant', 'Southern Cuisine', 'Southern Food']"
7315140,Soup Restaurant,['Soup']
7315044,Spanish Restaurant,"['Spanish Food', 'Spanish Cuisine']"
7321003,Special Hospital,[]
7372013,Special School,[]
9373003,Specialist,[]
9361061,Specialty Foods,[]
7372011,Sport School,['Sports Academy']
7320004,Sports Center,['Sports Centre']
9361039,Sports Equipment & Clothing,"['Sports Clothing', 'Sports Equipment']"
7320006,Squash Court,[]
9361074,Stamp Shop,['Stamps']
7389003,Station Access,[]
7376013,Statue,[]
7315045,Steak House,"['Steakhouse', 'Steak Restaurant']"
9160002,Stock Exchange,[]
7315118,Sudanese Restaurant,"['Sudanese Food', 'Sudanese Cuisine']"
7332005,Supermarkets & Hypermarkets,"['Hypermarket', 'Hypermarkets', 'Supermarket', 'Superstore', 'Supermarkets']"
7315046,Surinamese Restaurant,"['Surinamese Food', 'Surinamese Cuisine']"
7315148,Sushi Restaurant,"['Sushi House', 'Sushi Bar']"
7315119,Swedish Restaurant,"['Swedish Food', 'Swedish Cuisine']"
7315047,Swiss Restaurant,"['Swiss Food', 'Swiss Cuisine']"
7339004,Synagog,['Synagogue']
7315120,Syrian Restaurant,"['Syrian Cuisine', 'Syrian Food']"
9361077,Tailor Shop,"['Tailor', 'Tailors']"
7315059,Taiwanese Restaurant,"['Taiwanese Cuisine', 'Taiwanese Food']"
7315145,Takeout Food,"['Takeaway', 'Take Away', 'Carry-out', 'Takeout', 'Take Out', 'Take-out', 'To Go', 'Take Away Food', 'Takeout Restaurant', 'Takeaway Food']"
7315076,Tapas Restaurant,"['Tapas', 'Tapas Bar']"
9352022,Tax Services,"['Chartered Accountant', 'Tax Broker', 'Tax Consultants', 'Tax Accountant', 'Tax Agent']"
9942003,Taxi Stand,"['Cab', 'Cab Stand', 'Cab Rank', 'Taxi Rank', 'Taxi']"
9352026,"Taxi, Limousine & Shuttle Service",[]
9376005,Tea House,"['Tea Stall', 'Tea Room']"
7372009,Technical School,['Polytechnic School']
9352020,Telecommunications,"['Telecom', 'Telecoms']"
7339005,Temple,['Mandir']
7315121,Teppanyaki Restaurant,"['Teppanyaki Cuisine', 'Teppanyaki Food']"
7315048,Thai Restaurant,"['Thai Cuisine', 'Thai Food']"
7318005,Theater,"['Play House', 'Playhouse', 'Theatre']"
7320005,Thematic Sport Center,['Thematic Sport Centre']
7315122,Tibetan Restaurant,"['Tibetan Cuisine', 'Tibetan Food']"
9932005,Public Toilet,"['Public Lavatories', 'Public W.C.', 'Public Toilets', 'Public Bathroom', 'Public Rest Room']"
7376009,Tower,[]
7303005,Townhouse Complex,[]
9361040,Toys & Games Shop,"['Toy Store', 'Toy Shop', 'Gameshop', 'Toy Stores', 'Games Shop', 'Game Shop', 'Games Shops']"
7301002,Traffic Control Department,"['Traffic Management Department', 'RTO']"
9942004,Streetcar Stop,"['Tram Stop', 'Streetcar', 'Cable Car Stop']"
9352024,Transport Company,[]
9361041,Travel Agent,"['Travel Agency', 'Travel Bureau']"
9910006,Truck Dealer,"['Commercial Vehicle Dealer', 'Lorry Dealer', 'Truck Sales']"
7310009,Truck Repair and Service,"['Truck Service', 'Lorry Service', 'Lorry Repair', 'Truck Repair']"
9155003,Truck Wash,[]
7315123,Tunisian Restaurant,"['Tunisian Cuisine', 'Tunisian Food']"
7376008,Tunnel,[]
7315049,Turkish Restaurant,"['Turkish Cuisine', 'Turkish Food']"
7310007,Tire Service,"['Tire Shop', 'Tyre Shop', 'Tire Retail', 'Tyre Service', 'Tyre Centre', 'Tire Center', 'Tire Centre', 'Tyre Retail']"
7315124,Uruguayan Restaurant,"['Uruguayan Food', 'Uruguayan Cuisine']"
8099006,Valley,[]
9910007,Van Dealer,['Van Sales']
9361081,Variety Store,[]
7315050,Vegetarian Restaurant,"['Vegetarian Cuisine', 'Vegetarian Food']"
7315125,Venezuelan Restaurant,"['Venezuelan Food', 'Venezuelan Cuisine']"
7315051,Vietnamese Restaurant,"['Vietnamese Cuisine', 'Vietnamese Food']"
7304003,Villa Rental,[]
7372008,Vocational School,"['Trade School', 'Vocational Education', 'Vocational Training']"
7376014,Water Hole,['Watering Hole']
9352046,Wedding Services,"['Wedding Planners', 'Wedding Planning']"
7359003,Weigh Scales,"['HVSS', 'Weigh Scale', 'Heavy Vehicle Safety Station', 'Heavy Vehicle Safety Stations', 'Weigh Bridge']"
7359002,Weigh Station,['Weigh Scales']
8099010,Well,[]
7315126,Welsh Restaurant,"['Welsh Food', 'Welsh Cuisine']"
7315060,Western Restaurant,"['Western Food', 'Western Cuisine']"
9361066,Wholesale Club,"['Warehouse Club', 'Wholesale Shop']"
9362014,Wilderness Area,['SSSI']
9927005,Wildlife Park,"['Wildlife Refuge', 'Wildlife', 'Wildlife Conservation', 'Wildlife Sanctuary']"
9379007,Wine Bar,[]
7347003,Yacht Basin,['Yacht Club']
7315149,Yogurt/Juice Bar,[]
9927003,Zoo,['Zoological Garden']
9352015,Electronics Company,['Electronics Supplier']
9362036,River Scenic Area,[]
7302005,Horse Riding Trail,['Horse Riding Path']
7321002,Hospital,"['Clinic', 'Polyclinic', 'Hospital/Polyclinic']"
7376004,Natural Tourist Attraction,['Natural Attraction']
7369002,Open Car Parking Area,[]
7369003,Open Coach Parking Area,[]
7369004,Open Truck Parking Area,[]
9362037,Protected Area,[]
9364002,Medicinal Marijuana Dispensary,[]
9364003,Recreational Marijuana Dispensary,[]
9360,Ice Skating Rink,"['Ice Rink', 'Ice Skating', 'Skating Rink']"
9369,Tennis Court,['Tennis']
9911,Golf Course,"['Golf', 'Golf Links', 'Links', 'Golf Club', 'Links Course']"
9371,Water Sport,['Water Sports']
7338,Swimming Pool,"['Pool', 'Swimming Baths', 'Baths', 'Public Pool']"
9359,Restaurant Area,"['Food Court', 'Dining Area']"
9374,Dentist,"[""Dentist's Office"", 'Dental Surgery', 'Denture Repair', 'Teeth', 'Tooth Doctor', 'Dental Practitioner']"
9375,Veterinarian,"['Veterinary Clinic', 'Animal Clinic', 'Animal Hospital', 'Vet Clinic', 'Veterinary Doctor', 'Animal Doctor', 'Vet', 'Veterinary Surgeon']"
7326,Pharmacy,['Pharmacist']
9956,EmergencyRoom,['Emergency Room']
7327,Department Store,['General Store']
7373,Shopping Center,"['Mall', 'Shopping Mall', 'Shopping Centre', 'Shopping Complex', 'Precinct', 'Shopping Arcade', 'Shopping Precinct']"
7392,Fire Station,"['Fire Department', 'Firehouse', 'Firemen', 'Fire Hall', 'Fire Station/Brigade', 'Fire Service', 'Fire Brigade']"
9152,Non Governmental Organization,"['Non Governmental Organisation', 'NGO', 'Non-Governmental Organization']"
9154,Prison/Correctional Facility,"['Correctional Facility', 'Prison', 'Correctional Department', 'Jail', 'Remand Home']"
7365,Embassy,[]
9913,Library,['Public Library']
9151,Transport Authority/Vehicle Registration Office,"['Vehicle Registration Office', 'Ministry of Transport', 'Transport Authority', 'DMV', 'Vehicle Registration', 'Transport Authority/Vehicle Registration', 'MOT', 'Department of Motor Vehicles', 'RTO']"
9153,Welfare Organization,"['Trust', 'Welfare', 'Welfare Organisation']"
9389,Native Reservation,[]
9363,Courthouse,"['Magistrate Court', 'Lawcourt', 'Lawcourts', 'Court of Law', 'Law Courts', 'Judiciary', 'Law Court', 'Courtroom', 'Tribunal', 'Court House']"
7322,Police Station,"['Station House', 'Police Department', 'Police', 'Cops']"
9150,Primary Resource/Utility,"['Primary Resources', 'Utility', 'Primary Utility', 'Primary Utilities', 'Utilities', 'Primary Resource']"
7367,Government Office,"['Government Building', 'Government Agency']"
9388,Military Installation,"['Cantonment Area', 'Barracks', 'Military Base']"
9930,Rent-a-Car-Parking,"['Rent-a-Car Parking', 'Rental Parking', 'Hire Car Parking', 'Rental Parking Garage', 'Rental Car Parking']"
7317,Museum,[]
9383,Industrial Building,[]
7313,Parking Garage,"['Parking Structure', 'Secure Parking', 'Indoor Parking', 'Parking Ramp']"
7316,Tourist Information Office,"['Tourist Office', 'Visitor Information Center', 'Visitor Information Centre', 'Visitor Center', 'Information Center', 'Tourist Centre', 'Tourist Center', 'Tourist Information Centre', 'Tourist Information Center', 'Tourist Information', 'I-site', 'Information Centre', 'Information Office', 'Visitor Centre']"
9158,Media Facility,"['Broadcaster', 'Media Center', 'Media House', 'Media Centre', 'Media Studio', 'Broadcasting House']"
7349,Winery,"['Vineyard', 'Vinery', 'Wine Maker', 'Vintner', 'Wine Estate', 'Winemaker']"
7391,Emergency Medical Service,"['A & E', 'First Aid Station', 'Accident and Emergency', 'Accident & Emergency Unit', 'Emergency Department', 'First Aid', 'Medical Service', 'A&E', 'Emergency Call Station', 'Urgent Care', 'First Aid Post', 'Ambulance Service']"
7341,Casino,"['Betting', 'Gambling', 'Gaming Parlour']"
9156,Manufacturing Facility,"['Production Plant', 'Manufacturing Plant', 'Factory']"
9382,Commercial Building,[]
7319,Cultural Center,['Cultural Centre']
9377,Exhibition & Convention Center,"['Conference Center', 'Convention Center', 'Meeting Center', 'Convention Centre', 'Meeting Centre', 'Assembly Center', 'Conference Hall', 'Exhibition Center', 'Exhibition Centre', 'Exhibition & Convention Centre']"
7312,Rent-a-Car Facility,"['Car Rental Services', 'Car Rental', 'Rent a Car', 'You-Drive', 'Car Rental Facility', 'Self-Drive', 'Rent-a-Car', 'U-Drive', 'Car Hire']"
7358,Truck Stop,"['Truck Service', 'Transport Café', 'Coach & Lorry Parking', 'Dhaba', 'Coach and Lorry Parking', 'Coach & Truck Parking', 'Bus & Truck Park']"
7305,Adventure Sports Facility,"['Adventure Sports Venue', 'Adventure Sports', 'Outdoor Centre']"
7395,Rest Area,"['Break Area', 'Service Area', 'Layby', 'Rest Stop', 'Lay-by', 'Highway Services']"
9157,Research Facility,"['Research Center', 'Research Centre', 'Research Institute']"
7388,Courier Drop Box,['Drop Box']
7311,Gas Station,"['Gasoline Station', 'Servo', 'Service Station', 'Petrol Station', 'Fuel Station', 'Petrol Pump', 'Fuel Stop', 'Filling Station', 'Diesel Station']"
7368,Motoring Organization Office,"['Motoring Association', 'Automobile Association', 'AA']"
7397,ATM,"['Cash Point', 'Cash Machine', 'Teller', 'Cashpoint', 'ATM Machine', 'Automated Teller Machine', 'Money Machine', 'Bank Machine', 'Cash Dispenser', 'Automatic Teller', 'Automatic Teller Machine']"
7363,Community Center,"['Village Hall', 'Community Centre']"
9357,Beach,"['Strand', 'Shore', 'Sea', 'Coast']"
9159,Port/Warehouse Facility,[]
7309,Electric Vehicle Charging Station,"['Electric Charger', 'Electric Vehicle Station', 'EV Charger', 'Electric Vehicle Charge Point', 'Charging Station', 'Electric Car Charge Point', 'Charge Spot', 'Charging Spot', 'Electric Car Charging Station', 'Electrical Vehicle Station', 'EV Charging Station', 'Charge Park', 'Charge Station', 'EV POI', 'Electrical Vehicle Charging Station', 'Charging Point', 'EV station', 'Charging Park']"
7337,Scenic/Panoramic View,"['Lookout', 'Scenic View', 'Panorama', 'Scenery', 'Beauty Spot', 'Panoramic View', 'Vista', 'Viewpoint']"
9900,Entertainment,[]
7378,Business Park,"['Office Park', 'Enterprise Park', 'Enterprise Zone']"
7328,Bank,[]
7308,Helipad,"['Helicopter Landing Pad', 'Heliport', 'Helicopter', 'Helicopter Landing']"
9955,Checkpoint,[]
7366,Frontier Crossing,"['Border Control', 'Frontier', 'Integrated Check Post', 'Checkpost', 'Customs Office', 'Border Crossing', 'Landing Custom Station', 'Border', 'Border Line', 'Borderline', 'Customs', 'Border Security']"
9935,Mountain Pass,['Mountain Road']
7375,Toll Gate,"['Toll Booth', 'Toll Bar', 'Toll Plaza', 'Toll Station', 'Toll Collection Gate']"
7352,Ferry Terminal,"['Ferry', 'Ferry Station', 'Ferry Wharf', 'Ferries', 'Ferry Dock', 'Ferry Crossing']"
